采购单号,采购单价,采购数量,运费
PO007347,17.2,10,38.28
PO007348,9,10,12
PO007349,10,15,0
PO007349,10,30,0
PO007349,32,60,0
PO007349,150,5,0
PO007349,68,40,0
PO007349,9.6,100,0
PO007349,9,10,0
PO007349,4,45,0
PO007350,6,10,15
PO007350,16.5,5,0
PO007350,16.5,5,0
PO007350,5,10,0
PO007350,10.5,10,0
PO007352,3.8,30,45.71
PO007352,5.5,60,0
PO007352,6.5,25,0
PO007353,39,10,0
PO007354,25,20,0
PO007356,12,50,36
PO007357,27,10,7
PO007359,15,5,10
PO007361,9.8,10,8
PO007362,30,10,9
PO007365,3.2,20,18
PO007365,9,20,0
PO007366,18.4,10,7
PO007367,85,5,14
PO007367,28,5,0
PO007368,6.5,200,0
PO007368,6.5,50,0
PO007368,6.5,10,0
PO007369,11,10,12
PO007369,11,10,0
PO007370,5.5,100,14
PO007371,30,10,0
PO007371,30,1,0
PO007372,27.4,10,80
PO007372,26.8,10,0
PO007372,26.8,15,0
PO007373,5,20,8
PO007374,18,15,12
PO007375,4,20,10
PO007376,2,200,18
PO007376,4,200,0
PO007376,4,150,0
PO007377,6,40,8
PO007378,22,10,21.3
PO007378,22,10,0
PO007379,22,10,5
PO007380,3.2,30,18
PO007382,5.98,10,8
PO007383,43,5,0
PO007383,19,30,0
PO007383,3.5,12,0
PO007384,2.4,20,9.5
PO007384,9.6,5,0
PO007385,13,50,150
PO007386,7,5,6
PO007387,11,10,8
PO007388,9.3,20,15
PO007388,9.3,20,0
PO007389,3.8,15,4.5
PO007390,8,20,7
PO007391,1.7,80,8
PO007392,20,10,8
PO007393,9,23,17
PO007394,4.05,70,46
PO007394,2.65,50,0
PO007394,2.57,40,0
PO007395,4.2,15,7
PO007396,30,5,52
PO007396,45,25,0
PO007396,42,5,0
PO007396,42,5,0
PO007397,12.5,20,26
PO007398,12,10,15
PO007399,29.8,10,0
PO007399,29.8,10,0
PO007399,29.8,10,7.5
PO007399,29.8,10,0
PO007401,135,45,73
PO007403,21,35,0
PO007404,2.68,20,6
PO007405,5,80,0
PO007406,14,30,0
PO007406,14,30,0
PO007406,5,20,0
PO007407,3,10,6
PO007408,20,65,0
PO007409,6.4,60,25
PO007410,500,57,0
PO007411,21.5,50,0
PO007413,11.5,46,0
PO007414,11.5,10,18.5
PO007415,10,1,6
PO007416,7.3,10,20
PO007417,3.8,25,0
PO007418,14.8,4,8
PO007420,5.2,60,4
PO007421,12,100,30
PO007422,180,3,8
PO007423,2.8,500,67
PO007424,11,20,0
PO007425,10.56,11,0
PO007425,2.35,24,0
PO007425,2.35,5,0
PO007425,10.56,11,16.44
PO007425,2.35,24,0
PO007425,2.35,5,0
PO007427,12.5,57,68
PO007427,5.8,1,0
PO007427,5.8,22,0
PO007427,5.8,29,0
PO007427,6,23,0
PO007427,5.8,2,0
PO007428,73,50,100
PO007429,45,5,11
PO007429,8.6,5,0
PO007430,7.5,5,20
PO007430,10.2,1,0
PO007430,50,11,0
PO007431,54,5,20
PO007431,48,20,0
PO007431,7,5,0
PO007432,6,50,0
PO007433,25,5,8
PO007433,2,100,0
PO007433,3,5,0
PO007437,38,7,1
PO007438,26,9,8
PO007439,35,15,0
PO007440,310,20,0
PO007441,7,10,3.6
PO007442,9,17,6
PO007442,6.5,7,0
PO007443,16.5,20,13
PO007444,3,45,20
PO007446,17.5,35,9
PO007446,0.5,100,0
PO007448,2.25,9900,810
PO007449,23,2,8
PO007450,7.5,25,13.25
PO007451,55,2,11
PO007451,58,2,0
PO007452,19.5,10,12
PO007453,2.8,200,0
PO007453,2.8,350,0
PO007453,2.8,690,0
PO007453,2.8,460,0
PO007455,23,10,12
PO007456,100,10,15
PO007457,13,12,20
PO007457,23,7,0
PO007457,33,15,0
PO007457,31,15,0
PO007457,8,25,0
PO007457,51,8,0
PO007457,2.65,15,0
PO007457,7.2,16,0
PO007457,10,15,0
PO007457,9.5,5,0
PO007457,9.5,5,0
PO007458,13,5,0
PO007458,8.49,5,0
PO007458,2.79,5,0
PO007458,1.3,150,0
PO007458,8,10,0
PO007458,1.8,100,0
PO007458,4.49,5,0
PO007458,4,15,0
PO007458,4.5,10,0
PO007459,5,20,27
PO007459,5,20,0
PO007461,9.8,20,10
PO007463,3.5,10,0
PO007463,3.5,20,0
PO007463,3.5,10,0
PO007464,18,50,12.5
PO007464,18,50,0
PO007465,24,50,0
PO007465,24,23,0
PO007466,140,1,8
PO007467,35,10,20.5
PO007468,4.8,5,8.5
PO007471,4.8,30,6
PO007472,22,45,10
PO007473,8,15,8
PO007474,4.5,150,25
PO007476,26.5,10,6
PO007478,16,20,12
PO007479,7,60,6
PO007480,11,17,22
PO007480,6,18,0
PO007480,4.9,3,0
PO007481,4.2,30,8
PO007482,3.3,15,8
PO007482,3.8,15,0
PO007482,3.8,15,0
PO007482,3.8,10,0
PO007484,7.5,10,8
PO007485,8,10,0
PO007485,8,42,0
PO007486,25,20,8
PO007487,55,20,0
PO007488,2000,2,15
PO007488,46,5,0
PO007490,11.6,20,6
PO007490,11.6,8,0
PO007490,13.3,6,0
PO007490,5.4,13,0
PO007491,5.5,10,28
PO007491,5,30,0
PO007491,3,20,0
PO007491,6,10,0
PO007492,16,11,13.5
PO007493,9.3,50,25
PO007493,9.3,35,0
PO007494,10,40,35
PO007494,24.5,10,0
PO007494,2.5,30,0
PO007494,2.5,70,0
PO007495,3.5,10,12
PO007495,3.5,25,0
PO007495,3.5,10,0
PO007495,3.5,20,0
PO007496,9,1,7
PO007496,9,1,0
PO007496,16,1,0
PO007496,30,1,0
PO007497,19.8,25,12.5
PO007498,13,4,11
PO007498,13.5,11,0
PO007498,4.5,28,0
PO007499,160,15,0
PO007500,16,14,30
PO007501,15.5,10,8
PO007502,180,12,10
PO007503,26,20,0
PO007503,68,5,0
PO007504,26,8,38
PO007504,24,1,0
PO007504,176,3,0
PO007504,90,3,0
PO007505,4,30,15
PO007506,3.3,5,7.5
PO007506,3.6,5,0
PO007506,5,65,0
PO007507,175,20,0
PO007509,40,3,10
PO007509,40,10,0
PO007510,15,40,30
PO007510,17,35,0
PO007511,8.5,14,1
PO007512,13,25,20
PO007513,14,30,50
PO007514,7.5,17,35.1
PO007514,8.5,10,0
PO007515,26,20,45
PO007516,7,15,8
PO007516,7,10,0
PO007516,7,15,0
PO007517,16.5,30,32
PO007517,16.5,10,0
PO007518,510,9,162
PO007520,265,20,0
PO007521,78,20,160
PO007522,115,10,0
PO007523,3.4,20,8
PO007525,53.9,5,0
PO007525,115.64,8,0
PO007526,12,30,0
PO007526,12,10,0
PO007527,76,20,75
PO007528,80,28,50
PO007529,3.95,5,0
PO007529,3.95,26,0
PO007529,3.95,14,0
PO007530,80,16,0
PO007531,130,200,0
PO007532,58,10,49
PO007533,145,5,0
PO007534,15.5,20,33
PO007534,15.5,10,0
PO007535,4.8,60,21
PO007535,4.8,40,0
PO007535,4.8,40,0
PO007538,1.9,50,0
PO007539,8,10,7
PO007539,5,10,0
PO007540,26,3,8
PO007541,7.4,500,230
PO007541,7.4,500,0
PO007541,7.4,400,0
PO007541,7.4,200,0
PO007542,26,20,0
PO007543,47.5,30,0
PO007544,44,5,20
PO007544,44,10,0
PO007545,3.5,25,10
PO007546,18.8,10,15
PO007546,9.8,10,0
PO007546,10,5,0
PO007546,4.2,5,0
PO007546,4.2,10,0
PO007548,24,20,0
PO007549,3.2,10,0
PO007549,3.2,10,0
PO007549,6.2,20,0
PO007549,6.2,20,0
PO007549,6.2,60,0
PO007549,6.2,60,0
PO007549,6.2,50,0
PO007550,25,20,0
PO007551,14,15,35
PO007551,8,15,0
PO007552,1,30,6
PO007553,6,80,44
PO007557,16,30,0
PO007557,18,3,0
PO007557,10,80,0
PO007557,10,40,0
PO007557,10,80,0
PO007557,35,10,0
PO007557,18,15,0
PO007557,25,10,0
PO007557,20,2,0
PO007557,45,40,0
PO007557,50,5,0
PO007558,5,20,0
PO007559,5.02,10,7.6
PO007559,5.02,10,0
PO007560,12,60,30
PO007560,9.8,10,0
PO007560,19,10,0
PO007560,12,100,0
PO007560,12,50,0
PO007560,13,10,0
PO007560,7.5,10,0
PO007562,28,10,12
PO007563,30,10,10
PO007564,0.7,50,8
PO007565,37,60,15
PO007566,14.5,10,10
PO007567,16,10,10
PO007568,15,7,0
PO007569,20.5,10,30.5
PO007569,20.5,10,0
PO007570,18,20,15
PO007571,8.5,10,15
PO007572,26,10,28
PO007573,18,5,10
PO007574,9.65,10,6
PO007577,180,14,0
PO007578,15.5,10,24
PO007579,1.81,15,5.2
PO007580,11,10,20
PO007581,5.5,10,8
PO007581,5.5,30,0
PO007582,8,20,8
PO007583,175,5,0
PO007583,175,30,0
PO007584,3.4,15,14.99
PO007585,50,5,15
PO007585,50,8,0
PO007586,13.3,15,0
PO007586,15.3,10,0
PO007586,12.8,10,0
PO007589,2.2,10,6
PO007591,60,20,10
PO007592,1.5,100,40
PO007593,64.5,20,25
PO007594,17,10,12
PO007594,2.5,15,0
PO007595,44,5,16
PO007596,18,100,10
PO007596,60,33,0
PO007596,35,7,0
PO007597,3.8,20,32.5
PO007597,3.8,20,0
PO007597,3.8,40,0
PO007597,2.8,30,0
PO007598,165,16,0
PO007598,,,
PO007598,,,
PO007598,165,16,38
PO007600,5.9,30,38
PO007601,22,10,12
PO007602,0.8,100,15
PO007603,29,55,0
PO007603,32,5,0
PO007604,25,5,18
PO007605,33,30,60
PO007605,33,10,0
PO007606,41,7,15
PO007607,15,10,11
PO007608,2.4,20,15
PO007609,23.8,10,0
PO007610,5.5,50,26
PO007611,10,5,6
PO007612,18,6,10
PO007613,32,50,72
PO007614,3.5,10,10
PO007615,3.5,40,55
PO007616,13,20,16
PO007616,38,20,0
PO007617,18.4,10,7
PO007618,38,1,6
PO007619,19,20,46
PO007619,19,30,0
PO007620,10,60,8
PO007621,10,20,9
PO007622,2.5,50,15
PO007623,9.5,100,39.5
PO007623,8.5,40,0
PO007623,8.5,50,0
PO007623,7.5,30,0
PO007623,8.5,30,0
PO007623,8.5,40,0
PO007624,14.98,10,15
PO007624,10.2,60,0
PO007625,11.5,100,0
PO007625,10,300,0
PO007626,16,20,0
PO007627,9.5,100,30
PO007628,2,10,15
PO007628,9.5,10,0
PO007629,4,20,1
PO007629,4.8,55,0
PO007631,8.7,20,49
PO007631,8.7,20,0
PO007631,8.7,10,0
PO007631,8.7,10,0
PO007631,8.7,10,0
PO007631,8.7,20,0
PO007631,8.7,10,0
PO007631,8.7,10,0
PO007631,8.7,10,0
PO007631,8.7,10,0
PO007631,8.7,10,0
PO007631,8.7,10,0
PO007631,8.7,10,0
PO007631,8.7,10,0
PO007631,8.7,20,0
PO007631,8.7,10,0
PO007631,8.7,10,0
PO007631,8.7,10,0
PO007631,8.7,20,0
PO007631,8.7,20,0
PO007631,8.7,10,0
PO007631,8.7,10,0
PO007631,8.7,10,0
PO007631,8.7,20,0
PO007631,8.7,10,0
PO007631,8.7,10,0
PO007631,8.7,10,0
PO007631,8.7,10,0
PO007631,8.7,10,0
PO007631,8.7,10,0
PO007631,8.7,10,0
PO007631,8.7,10,0
PO007631,8.7,20,0
PO007631,8.7,10,0
PO007631,8.7,10,0
PO007631,8.7,10,0
PO007632,8,10,11.1
PO007633,20,5,10
PO007634,15,10,30
PO007634,18,10,0
PO007634,15,50,0
PO007635,30,20,0
PO007635,32,10,0
PO007636,9.8,10,23
PO007636,9.8,10,0
PO007636,9.8,10,0
PO007638,94.5,30,0
PO007639,70,5,5
PO007640,1.85,10,8
PO007641,18.9,10,32.8
PO007641,35,10,0
PO007641,8.45,20,0
PO007641,7.46,20,0
PO007642,6.5,10,10
PO007643,8.5,3,6
PO007644,11,75,0
PO007645,2.4,20,21
PO007645,3.6,50,0
PO007646,5,25,8
PO007646,5,25,0
PO007646,,,0
PO007646,,,0
PO007646,,,0
PO007647,340,2,0
PO007647,380,5,0
PO007647,380,2,0
PO007647,430,12,0
PO007647,430,15,0
PO007647,430,6,0
PO007648,78,30,240
PO007649,7.5,20,8
PO007650,22,25,30
PO007651,56,100,0
PO007652,2.3,15,0
PO007652,5.2,15,0
PO007652,2.3,15,0
PO007652,5.2,15,0
PO007653,5.5,5,8
PO007653,5.5,5,0
PO007655,115,10,0
PO007657,109,180,0
PO007658,7,30,20
PO007659,2,10,9
PO007659,1.1,10,0
PO007659,3.9,5,0
PO007659,6.5,5,0
PO007659,2.5,20,0
PO007660,14,5,12
PO007660,12,5,0
PO007660,15,5,0
PO007660,50,5,0
PO007660,53,5,0
PO007660,6.8,40,0
PO007660,6.5,5,0
PO007662,6.86,100,0
PO007662,3.92,10,0
PO007662,3.92,10,0
PO007662,12,60,0
PO007662,6,50,0
PO007662,4,10,0
PO007664,420,2,6
PO007665,7.92,100,25
PO007665,7.92,20,0
PO007665,7.92,80,0
PO007666,36,5,37
PO007667,8,50,25
PO007668,42,15,15
PO007668,42,15,0
PO007670,15,30,0
PO007671,4,10,6
PO007672,15.9,20,0
PO007672,5,10,0
PO007672,6.2,30,0
PO007672,3.99,20,0
PO007672,12.5,10,0
PO007672,8.69,10,0
PO007672,17,10,0
PO007672,15.9,20,30
PO007672,5,10,0
PO007672,6.2,30,0
PO007672,3.99,20,0
PO007672,12.5,10,0
PO007672,8.69,10,0
PO007672,17,10,0
PO007673,5.5,10,8
PO007673,7,30,0
PO007673,4.18,100,0
PO007674,8,100,65
PO007674,13,30,0
PO007675,5,10,50
PO007675,5,5,0
PO007675,5.5,50,0
PO007676,65,10,8
PO007676,103,10,0
PO007677,245,5,0
PO007677,530,5,15
PO007678,12,10,64.5
PO007678,5.8,10,0
PO007678,11,5,0
PO007678,11,10,0
PO007678,15,16,0
PO007678,53,5,0
PO007678,4.5,10,0
PO007679,15,5,10
PO007680,3.2,60,0
PO007681,9.8,530,160
PO007682,25,10,9
PO007683,5,40,0
PO007685,14,10,23
PO007687,10,100,8
PO007687,15,15,0
PO007688,10,110,0
PO007689,18.5,5,5
PO007690,45,5,25
PO007691,1.3,20,7.76
PO007692,2.5,55,12.5
PO007693,8.5,30,55
PO007693,17.5,10,0
PO007695,260,50,0
PO007696,2.4,24,11
PO007696,2.4,24,0
PO007696,2.4,24,0
PO007697,2,20,12
PO007698,73,20,20
PO007699,8,10,10
PO007700,2.2,10,6
PO007702,40,20,39
PO007703,19,5,35
PO007703,25,10,0
PO007704,7,20,10
PO007704,7,50,0
PO007704,7,50,0
PO007705,65,15,15
PO007706,16,30,20
PO007706,13,5,0
PO007707,7,30,18.95
PO007709,9,2,7
PO007710,40,15,0
PO007711,19,8,5
PO007712,30,30,55
PO007712,36,5,0
PO007712,36,20,0
PO007713,16,50,16
PO007713,8,10,0
PO007713,18,10,0
PO007714,6,10,10
PO007714,4.8,10,0
PO007714,8,10,0
PO007717,2.8,200,0
PO007717,2.8,1200,0
PO007717,2.8,950,0
PO007718,21,15,10
PO007719,1.3,10,8
PO007721,25,10,6
PO007722,10.5,400,0
PO007724,34,37,15
PO007725,11.5,10,0
PO007726,8.4,30,12
PO007727,10,5,9
PO007728,9,5,15
PO007730,10,1,10
PO007731,42,10,13
PO007734,3.5,10,7
PO007735,22.5,10,44
PO007735,35,5,0
PO007735,35,10,0
PO007735,41.5,10,0
PO007735,13.8,25,0
PO007735,13.8,25,0
PO007735,13.8,10,0
PO007736,20,10,42
PO007736,20,14,0
PO007736,20,30,0
PO007736,20,10,0
PO007736,20,6,0
PO007736,20,5,0
PO007738,14.4,10,7
PO007739,6,40,8
PO007742,9.5,10,10
PO007743,2.3,35,19
PO007743,2.3,25,0
PO007743,2.3,10,0
PO007745,5.5,60,17
PO007749,24.5,5,7
PO007751,95,23,55
PO007751,8.5,50,0
PO007751,10,10,0
PO007751,12,20,0
PO007751,17,5,0
PO007756,24,100,15
PO007757,9,5,6
PO007758,9.5,10,11
PO007758,9.5,10,0
PO007759,6.6,20,12.5
PO007759,6.6,10,0
PO007759,6.6,20,0
PO007760,29,30,10.5
PO007762,8,6,6
PO007764,42,6,0
PO007764,47,3,0
PO007765,2,50,7
PO007765,2,50,0
PO007767,1.4,700,68
PO007767,1.7,100,0
PO007769,1.5,40,21
PO007769,3,100,0
PO007770,65,10,48
PO007771,27,20,0
PO007772,5.5,50,35
PO007773,6,50,20
PO007775,9,20,8
PO007776,11.5,15,0
PO007776,11.5,45,0
PO007776,11.5,15,0
PO007776,11.5,15,0
PO007776,11.5,15,0
PO007776,11.5,45,0
PO007776,11.5,15,0
PO007776,11.5,15,0
PO007777,2.5,40,10
PO007779,70,5,10
PO007780,3.5,20,10
PO007780,3.5,50,0
PO007780,3.5,30,0
PO007781,10,170,32
PO007782,4,30,20
PO007783,3.8,100,10
PO007783,3.2,100,0
PO007784,48,85,0
PO007785,5.2,10,8
PO007786,1.2,20,16.25
PO007786,1.4,25,0
PO007787,5.7,100,25
PO007788,2.8,50,8
PO007788,2.8,30,0
PO007788,2.8,40,0
PO007790,7,5,3.2
PO007790,7,15,0
PO007791,9.5,5,8
PO007791,107,3,0
PO007792,45,50,0
PO007793,2.9,50,10
PO007793,2.9,50,0
PO007794,13,20,26
PO007797,2.3,5,13.5
PO007797,2.3,40,0
PO007797,2.3,5,0
PO007800,7,20,13
PO007801,2.6,50,12
PO007803,11,40,20
PO007804,14.5,20,7
PO007806,56,5,0
PO007807,2.4,30,9
PO007808,5.2,35,22
PO007810,8.5,15,22
PO007810,7,10,0
PO007810,8.5,10,0
PO007811,7,60,0
PO007811,21.5,25,0
PO007811,7,60,30
PO007811,21.5,25,0
PO007813,16,15,11
PO007814,26,4,27.04
PO007814,26,6,0
PO007814,6,15,0
PO007814,16,6,0
PO007814,18,7,0
PO007814,20,35,0
PO007815,20,25,12
PO007815,20,20,0
PO007816,145,2,15
PO007816,55,13,0
PO007816,90,3,0
PO007818,12,30,15
PO007820,13,10,35
PO007820,18,20,0
PO007820,20,30,0
PO007820,7,10,0
PO007820,23,20,0
PO007820,13,10,0
PO007820,18,20,0
PO007820,20,30,0
PO007820,7,10,0
PO007820,23,20,0
PO007821,5,10,0
PO007821,11.5,65,0
PO007822,40,5,7
PO007824,65,10,0
PO007827,72,3,14
PO007828,12,20,0
PO007829,20,15,23
PO007831,1.8,10,6
PO007832,4.5,10,5
PO007833,22,10,10.5
PO007834,23.5,10,5
PO007837,18.5,5,8
PO007838,22,10,0
PO007839,10,20,0
PO007839,10,20,13.8
PO007840,7.7,120,0
PO007840,7.7,10,10
PO007841,13.5,20,20
PO007842,16.45,40,0
PO007842,26.95,20,0
PO007843,12,25,10
PO007843,15,15,0
PO007843,12,20,0
PO007844,53.9,5,0
PO007844,33.12,15,0
PO007845,1,10,6.5
PO007847,18,150,125
PO007848,39.5,5,35
PO007848,39.5,5,0
PO007849,73,40,45
PO007852,13,10,10
PO007853,9,40,0
PO007854,20,20,22
PO007855,75,10,5
PO007856,12.5,10,7
PO007857,25,15,12.5
PO007858,3.5,40,11.55
PO007858,3.5,10,0
PO007858,3.5,10,0
PO007858,3.5,10,0
PO007859,36,15,28
PO007859,11.5,10,0
PO007860,2.6,50,0
PO007860,2.6,50,15
PO007861,0.64,50,6.5
PO007862,57,35,0
PO007862,15,10,0
PO007862,10,20,25
PO007863,9,30,12
PO007865,2.5,50,12
PO007865,1.7,20,0
PO007865,2,50,0
PO007866,3.6,40,9
PO007867,12,15,10
PO007869,25,10,10
PO007869,16,5,0
PO007869,16,5,0
PO007870,5,10,10
PO007871,32,15,32
PO007871,32,15,0
PO007872,9,200,12
PO007873,4,30,120
PO007873,7.4,10,0
PO007873,4,20,0
PO007873,4,30,0
PO007873,4,30,0
PO007873,4,30,0
PO007873,3.75,50,0
PO007874,2.04,40,0
PO007874,4.9,60,0
PO007874,6.8,5,0
PO007875,2.6,40,10
PO007876,2.8,20,8
PO007877,11,15,13
PO007877,11,15,0
PO007877,11,15,0
PO007878,9.6,10,9
PO007878,9.6,15,0
PO007878,9.6,15,0
PO007879,10,10,12
PO007879,11,30,0
PO007881,16,15,41
PO007881,16,15,0
PO007881,9,20,0
PO007882,2.1,10,12
PO007882,2.1,10,0
PO007882,2.7,25,0
PO007882,4.6,10,0
PO007886,3.8,10,0.2
PO007886,3.8,40,0
PO007888,4.4,150,0
PO007888,4.4,50,0
PO007888,4.4,10,0
PO007889,10,10,20
PO007889,10,30,0
PO007889,10,3,0
PO007889,10,3,0
PO007890,8.8,10,0
PO007891,5.3,10,12
PO007892,8,10,23
PO007892,15,5,0
PO007892,15,5,0
PO007893,6,5,8
PO007893,6,5,0
PO007894,45,5,13
PO007894,90,5,0
PO007895,3.5,20,0
PO007895,3.5,5,0
PO007895,3.5,5,0
PO007895,3.5,20,14
PO007895,3.5,5,0
PO007895,3.5,5,0
PO007896,14,20,36
PO007896,14,30,0
PO007897,2.2,40,35
PO007898,9.5,15,10
PO007899,6,20,23.88
PO007900,7.5,20,10
PO007901,3.5,50,13
PO007902,4.8,30,0
PO007902,2.6,20,0
PO007902,4.8,30,6.08
PO007902,2.6,20,0
PO007903,7.5,10,25
PO007903,7.5,40,0
PO007903,7.5,10,0
PO007904,7,5,6
PO007905,190,25,30
PO007906,9.5,100,0
PO007909,21,5,9
PO007911,17,10,10
PO007912,4,30,5
PO007914,0.5,5,7.4
PO007914,0.5,35,0
PO007915,2,200,0
PO007916,10,10,10.9
PO007919,12,50,0
PO007919,4.5,40,0
PO007919,4.5,200,0
PO007919,5.5,50,0
PO007919,3.5,50,0
PO007919,3.5,20,0
PO007920,6,20,5
PO007921,2,15,0
PO007921,4.5,10,0
PO007921,6,10,0
PO007923,6.5,140,45
PO007923,9,10,0
PO007923,9,40,0
PO007923,9,5,0
PO007925,25,20,8
PO007926,8.3,5,50
PO007926,13,10,0
PO007926,16.8,5,0
PO007926,16.6,5,0
PO007926,8.4,100,0
PO007928,9.5,10,12
PO007928,9.5,10,0
PO007929,7,400,0
PO007930,9.5,20,21
PO007931,9.5,5,11
PO007932,23,30,14
PO007933,35,10,15
PO007934,8.5,20,12
PO007935,5.6,10,10
PO007936,14,10,16
PO007937,5.4,20,12
PO007938,38,20,0
PO007938,38,5,0
PO007939,19,5,6
PO007941,11,30,0
PO007943,8.5,125,66.5
PO007944,13,20,11
PO007945,63,5,22
PO007945,50,2,0
PO007945,50,10,0
PO007945,54,5,0
PO007946,2.2,50,0
PO007947,50,15,0
PO007947,38,5,0
PO007947,50,15,0
PO007947,38,5,0
PO007948,4.25,5,5.25
PO007948,4.8,20,0
PO007948,6.6,15,0
PO007949,19,15,30
PO007949,35,10,0
PO007950,11,36,28
PO007951,125,10,0
PO007951,125,10,0
PO007952,33,20,9
PO007954,4,40,10
PO007955,18.9,20,12
PO007959,28,25,78
PO007959,25,40,0
PO007959,25,5,0
PO007960,12,500,0
PO007961,50,60,0
PO007962,6.8,80,0
PO007964,55,5,32
PO007964,48,30,0
PO007967,45,33,8
PO007968,9.2,5,0
PO007969,65,5,15
PO007969,65,5,0
PO007969,40,5,0
PO007969,40,5,0
PO007973,1.5,50,12
PO007975,18.5,11,18.9
PO007977,21,25,15
PO007977,21,15,0
PO007978,8,785,7
PO007979,13,20,13
PO007980,14,120,0
PO007981,2.5,2800,1120
PO007982,33,40,0
PO007984,3.7,1000,170
PO007985,11,20,8
PO007990,9,50,8
PO007991,18,15,25
PO007994,15,10,15
PO007999,118,30,28
PO008003,30,350,0
PO008003,21.5,10,0
PO008003,7.3,500,0
PO008003,6.3,450,0
PO008003,6.3,150,0
PO008003,6.3,150,0
PO008003,6.3,300,0
PO008003,30,350,0
PO008003,21.5,10,0
PO008003,7.3,500,0
PO008003,6.3,450,0
PO008003,6.3,150,0
PO008003,6.3,150,0
PO008003,6.3,300,0
PO008004,16,61,23
PO008004,25,20,0
PO008004,25,10,0
PO008007,310,5,25
PO008007,310,30,0
PO008010,9,300,49
PO008012,6,8,0
PO008014,4.8,8,11
PO008016,3,10,6
PO008018,14,120,0
PO008019,3.9,100,16.5
PO008021,169,90,0
PO008022,19.5,10,8
PO008023,4.5,80,8
PO008026,6.5,70,14
PO008031,10,10,8
PO008032,20,10,0
PO008033,11.5,70,46
PO008034,5.3,55,0
PO008034,5.3,55,10
PO008036,9,200,0
PO008038,1.8,50,12
PO008038,4.5,50,0
PO008039,11,100,30
PO008040,4.2,50,19
PO008040,5.4,20,0
PO008041,2.2,50,15
PO008042,1.5,50,8
PO008046,5.5,40,19
PO008047,12.3,65,144.8
PO008047,14,23,0
PO008047,22,11,0
PO008047,32,15,0
PO008047,12,29,0
PO008047,10,62,0
PO008047,8,11,0
PO008048,1.782,40,8
PO008050,3.5,40,8
PO008051,20,10,60
PO008051,23.5,50,0
PO008052,39,54,89
PO008053,25,17,0
PO008053,47.5,40,0
PO008054,3,40,0
PO008054,3,20,0
PO008054,3.5,20,0
PO008054,3.5,20,0
PO008054,4,40,0
PO008054,4,30,0
PO008054,4,30,0
PO008054,4,40,0
PO008054,3,40,0
PO008054,3,20,0
PO008054,3.5,20,0
PO008054,3.5,20,0
PO008054,4,40,0
PO008054,4,30,0
PO008054,4,30,0
PO008054,4,40,0
PO008054,3,40,18
PO008054,3,20,0
PO008054,3.5,20,0
PO008054,3.5,20,0
PO008054,4,40,0
PO008054,4,30,0
PO008054,4,30,0
PO008054,4,40,0
PO008055,5.5,170,36.4
PO008055,2.5,15,0
PO008056,8,45,35
PO008056,7,20,0
PO008057,7.2,140,0
PO008057,7.2,140,65
PO008059,5.2,225,0
PO008060,1.5,250,106
PO008062,2.5,65,18
PO008063,10,37,20
PO008063,3.9,55,0
PO008064,4,80,40
PO008064,4.5,15,0
PO008064,11,24,0
PO008064,6,140,0
PO008066,3.6,70,77
PO008066,4,450,0
PO008066,7.3,30,0
PO008066,3.2,290,0
PO008067,10,25,0
PO008067,10,25,0
PO008068,19,10,10
PO008070,5.3,25,0
PO008070,6.4,10,0
PO008070,2.7,30,0
PO008070,3.1,85,0
PO008071,40,168,0
PO008071,28,55,0
PO008071,38.5,13,0
PO008072,5,900,340
PO008073,2.7,70,0
PO008073,2.7,250,0
PO008073,3.6,55,0
PO008073,3.5,80,0
PO008074,3.6,960,192
PO008075,25,35,50
PO008075,25,15,0
PO008075,25,35,0
PO008077,165,6,0
PO008077,165,18,0
PO008078,8.2,100,0
PO008078,7.3,30,0
PO008078,4.8,110,0
PO008078,17,11,0
PO008078,5,8,0
PO008078,5,60,0
PO008078,3,11,0
PO008078,7.5,11,0
PO008078,8.2,100,24
PO008078,7.3,30,0
PO008078,4.8,110,0
PO008078,17,11,0
PO008078,5,8,0
PO008078,5,60,0
PO008078,3,11,0
PO008078,7.5,11,0
PO008079,23,10,3.2
PO008079,6,10,0
PO008079,6,5,0
PO008079,6,15,0
PO008079,12.88,10,0
PO008079,5,10,0
PO008079,12.5,10,0
PO008080,8.5,160,120
PO008080,6,40,0
PO008080,11,50,0
PO008081,17,26,0
PO008081,14,16,0
PO008081,36,9,0
PO008081,15,21,0
PO008081,17,26,8
PO008081,14,16,0
PO008081,36,9,0
PO008081,15,21,0
PO008082,16,9,0
PO008082,6.5,255,0
PO008083,3.5,50,20
PO008083,3.8,5,0
PO008083,5.2,5,0
PO008083,6.5,5,0
PO008083,10.3,5,0
PO008083,10.6,8,0
PO008083,11,20,0
PO008083,12,5,0
PO008083,13,10,0
PO008083,20,5,0
PO008084,6.5,50,15
PO008085,6.2,14,0
PO008085,6.2,20,0
PO008085,9.6,20,0
PO008085,14.4,10,0
PO008085,11.9,620,0
PO008085,5.5,230,0
PO008085,5.5,150,0
PO008085,5.5,85,0
PO008085,5.5,155,0
PO008085,5.5,165,0
PO008085,5.5,140,0
PO008085,5.1,25,0
PO008085,11.5,40,0
PO008086,6.2,10,6
PO008087,9.5,22,0
PO008087,21,11,0
PO008087,8,24,0
PO008087,30,15,0
