采购单号,采购单价,采购数量,运费
PO216271,22,5,0
PO216271,14,5,0
PO216271,11.5,5,0
PO216271,22,5,0
PO216272,2,5,0
PO216272,3.4,5,0
PO216272,15.8,5,0
PO216273,0.7,10,8.5
PO216273,0.7,5,0
PO216273,2,5,0
PO216273,2,5,0
PO216273,0.8,5,0
PO216273,3,5,0
PO216273,1.8,10,0
PO216273,1.6,10,0
PO216273,2.3,35,0
PO216274,4.27,5,5
PO216274,4.27,5,0
PO216275,14,15,10
PO216275,14,5,0
PO216276,38,40,0
PO216277,55,8,38
PO216279,50,5,48
PO216279,90,5,0
PO216279,25,5,0
PO216281,50,1,10
PO216283,310,4,35
PO216283,120,3,0
PO216287,54,5,7
PO216288,90,5,0
PO216289,15,5,8.8
PO216291,48,3,8
PO216294,7.35,10,23
PO216294,36,10,0
PO216294,5,20,0
PO216294,114,5,0
PO216294,114,5,0
PO216294,114,5,0
PO216295,80,5,0
PO216295,260,10,0
PO216297,35,2,7
PO216299,120,5,10
PO216301,49,10,26
PO216301,37,10,0
PO216302,14,5,8
PO216302,14,5,0
PO216304,5.5,160,0
PO216304,6,15,0
PO216305,82,20,10
PO216306,17,15,8
PO216307,17.6,5,0
PO216307,7.4,5,0
PO216307,8.2,2,0
PO216307,34,2,0
PO216307,12,2,0
PO216307,22,2,0
PO216307,8,2,0
PO216308,13,5,10
PO216308,15,5,0
PO216309,3.2,10,51
PO216309,3.5,10,0
PO216309,52,10,0
PO216309,2.5,10,0
PO216310,5,20,10
PO216311,37,10,12
PO216311,24,10,0
PO216311,9,40,0
PO216311,9,20,0
PO216311,47,10,0
PO216311,100,10,0
PO216312,21,10,10
PO216312,19,10,0
PO216315,1.8,40,13.68
PO216315,83.8,10,0
PO216315,35,10,0
PO216315,3.2,10,0
PO216316,3.5,10,5.5
PO216316,3.5,10,0
PO216318,18.2,100,65
PO216319,4.8,40,40
PO216319,4.8,10,0
PO216319,7.5,10,0
PO216320,14,6,12
PO216321,7,50,32
PO216321,5.6,30,0
PO216322,5.5,5,2
PO216322,2.4,35,0
PO216324,35,5,8
PO216324,21,5,0
PO216324,21,5,0
PO216326,13.5,66,169
PO216326,13.5,12,0
PO216327,12,10,19.46
PO216327,5.3,10,0
PO216327,6.2,10,0
PO216328,28,30,25
PO216328,28,50,0
PO216328,28,20,0
PO216329,45,10,10
PO216330,52,3,10
PO216330,13,2,0
PO216331,72,2,16
PO216332,41,30,45
PO216332,59,5,0
PO216332,78,5,0
PO216332,29,10,0
PO216332,55,50,0
PO216332,36,5,0
PO216332,120,6,0
PO216334,20,10,12
PO216334,20,10,0
PO216334,20,10,0
PO216334,34,10,0
PO216334,34,10,0
PO216334,36,10,0
PO216335,19,10,10
PO216336,19,20,8
PO216336,27,5,0
PO216337,22,15,0
PO216337,15,5,0
PO216337,12,5,0
PO216337,32,25,0
PO216337,20,5,0
PO216337,50,10,0
PO216337,4,10,0
PO216337,70,5,0
PO216337,10,10,0
PO216339,840,1,18
PO216339,1400,2,0
PO216339,130,2,0
PO216340,7.4,15,38
PO216341,120,10,10
PO216343,4.5,10,41
PO216343,27,10,0
PO216343,4,10,0
PO216343,12.5,10,0
PO216343,28,10,0
PO216343,3,10,0
PO216343,10,30,0
PO216343,65,10,0
PO216343,6,10,0
PO216344,4,10,8
PO216346,3.5,50,20
PO216347,16,10,65
PO216347,7.7,50,0
PO216347,15,5,0
PO216351,18.7,35,13
PO216351,18.3,10,0
PO216351,19.7,10,0
PO216352,20,30,28
PO216352,14.5,10,0
PO216352,16,10,0
PO216353,45,30,0
PO216354,5.7,35,16.7
PO216354,5.7,10,0
PO216355,6.5,10,9
PO216355,28,5,0
PO216356,76,10,81
PO216356,99,5,0
PO216357,17.5,20,50
PO216358,1.9,50,8
PO216359,93,12,0
PO216359,93,8,0
PO216362,7.5,25,30
PO216362,7,10,0
PO216363,85,24,140
PO216363,85,48,0
PO216363,160,24,0
PO216363,110,5,0
PO216363,28,12,0
PO216363,100,36,0
PO216363,160,12,0
PO216363,200,5,0
PO216363,30,10,0
PO216363,60,10,0
PO216363,10,12,0
PO216363,13,12,0
PO216363,180,5,0
PO216364,26,10,18
PO216365,70,25,30
PO216366,11,15,8
PO216366,6,7,0
PO216366,10,5,0
PO216366,82,5,0
PO216367,5,20,28
PO216367,5,10,0
PO216367,5,50,0
PO216369,20,10,16
PO216371,9,30,8
PO216372,95,5,16
PO216372,25,15,0
PO216373,2.5,30,34
PO216373,2.5,15,0
PO216373,3,40,0
PO216373,8,5,0
PO216374,21,110,0
PO216374,2.8,100,0
PO216374,3.5,20,0
PO216374,1.6,200,0
PO216374,13.5,50,0
PO216375,4.5,20,15
PO216375,11.5,10,0
PO216375,6.8,5,0
PO216376,5.6,100,30
PO216378,20,15,20
PO216378,30,5,0
PO216378,25,10,0
PO216378,15,15,0
PO216378,60,5,0
PO216378,25,10,0
PO216378,12,10,0
PO216378,20,5,0
PO216378,23,5,0
PO216378,23,5,0
PO216379,70,5,10
PO216380,3.9,6,10
PO216381,10,20,8
PO216383,8.5,10,8
PO216384,5,40,0
PO216384,17,15,0
PO216384,18.8,15,0
PO216384,15,15,0
PO216385,15,2,8
PO216386,75,3,8
PO216387,8,150,65
PO216387,14,25,0
PO216388,10,15,20
PO216388,8,15,0
PO216388,8,10,0
PO216388,28,10,0
PO216388,28,10,0
PO216388,8,15,0
PO216388,24,15,0
PO216388,13,10,0
PO216388,31,10,0
PO216388,7,10,0
PO216390,43,10,20
PO216390,37,10,0
PO216391,45,5,0
PO216391,25,5,0
PO216392,34,30,15
PO216392,34,10,0
PO216392,34,30,0
PO216392,34,10,0
PO216393,1.4,35,16.5
PO216393,7.5,10,0
PO216395,15,3,3.5
PO216396,48,5,0
PO216396,60,15,0
PO216396,30,5,0
PO216397,6,5,21
PO216397,18.4,5,0
PO216397,4,5,0
PO216397,3.5,5,0
PO216397,4,5,0
PO216397,11.2,5,0
PO216398,12.5,50,25.5
PO216398,12.5,5,0
PO216401,1.8,200,20
PO216401,3.8,150,0
PO216401,7,55,0
PO216403,11,15,12
PO216404,10,10,15.05
PO216404,19.2,10,0
PO216405,135,1,15
PO216405,31,2,0
PO216405,29,2,0
PO216406,70,20,0
PO216409,2,7,8
PO216410,10,10,8
PO216411,6.4,45,0
PO216411,18,10,0
PO216411,21,15,0
PO216411,30,5,0
PO216412,10,30,0
PO216412,10,150,0
PO216413,10.2,20,0
PO216413,8,20,0
PO216413,8,50,0
PO216413,8,50,0
PO216413,8,50,0
PO216413,8,30,0
PO216413,11.5,5,0
PO216413,11.5,15,0
PO216413,11.5,5,0
PO216413,11.5,15,0
PO216413,11.5,15,0
PO216413,11.5,20,0
PO216413,8.8,30,0
PO216413,8.8,10,0
PO216413,8.6,10,0
PO216413,6.5,30,0
PO216413,15.3,15,0
PO216413,16.5,10,0
PO216413,16.5,15,0
PO216414,14.5,10,0
PO216414,29,10,0
PO216414,34,10,0
PO216414,27.8,25,0
PO216414,49.5,5,0
PO216414,105,5,0
PO216414,15,5,0
PO216414,14.5,10,0
PO216414,29,10,0
PO216414,34,10,0
PO216414,27.8,25,0
PO216414,49.5,5,0
PO216414,105,5,0
PO216414,15,5,0
PO216415,13,20,25
PO216415,35,10,0
PO216416,4.3,30,25
PO216417,3.4,140,49
PO216417,3.6,110,0
PO216417,18,10,0
PO216417,12,30,0
PO216417,11.2,10,0
PO216417,8,5,0
PO216417,6.8,55,0
PO216417,26,2,0
PO216417,14.5,10,0
PO216418,17,3,10
PO216418,50,3,0
PO216419,26,10,21
PO216419,28,10,0
PO216419,7,25,0
PO216419,22,10,0
PO216419,6.5,20,0
PO216419,13,15,0
PO216421,1.3,50,9
PO216422,11.4,10,0
PO216422,13.8,10,0
PO216422,10,15,0
PO216422,11.4,10,0
PO216423,9.9,10,12
PO216423,8.5,10,0
PO216424,7,20,19
PO216425,8,10,7
PO216426,19,5,7
PO216427,6,20,7
PO216427,6,5,0
PO216428,6.8,20,0
PO216429,115,3,10
PO216430,13.5,10,11
PO216431,11,20,4
PO216432,13,110,55
PO216432,11,15,0
PO216433,10,20,9
PO216435,0.85,25,8
PO216435,3.3,25,0
PO216436,148,3,10
PO216436,165,3,0
PO216438,13,20,10
PO216439,80,2,10
PO216440,3.5,25,40
PO216440,3.8,20,0
PO216440,6,10,0
PO216440,3.5,70,0
PO216440,9.5,20,0
PO216440,3.5,25,0
PO216440,3.8,20,0
PO216440,6,10,0
PO216440,3.5,70,0
PO216440,9.5,20,0
PO216441,33,27,120
PO216441,33,23,0
PO216441,33,20,0
PO216443,16,20,20
PO216443,3.5,50,0
PO216443,34,6,0
PO216443,45,5,0
PO216444,24,20,21
PO216444,32,15,0
PO216444,16.5,10,0
PO216444,26,15,0
PO216444,8.5,20,0
PO216444,17.5,10,0
PO216446,6.5,20,11.54
PO216447,34.5,10,84.5
PO216447,19.5,10,0
PO216447,19.5,10,0
PO216447,22.5,10,0
PO216447,22.5,15,0
PO216448,14.5,6,60
PO216448,14.5,20,0
PO216451,0.8,250,29
PO216452,10,11,8
PO216453,32,1,6
PO216454,15.5,10,12
PO216455,22,15,9
PO216457,8,10,9
PO216457,7.5,10,0
PO216458,11,15,25
PO216458,11,20,0
PO216459,20,15,84
PO216459,22,25,0
PO216459,43,10,0
PO216460,5,20,0
PO216460,5,25,0
PO216462,1.4,50,6
PO216464,18,3,8
PO216466,8.4,260,120
PO216467,18,30,8
PO216468,24,25,55
PO216469,8.5,10,6
PO216470,231,5,14
PO216470,385,3,0
PO216470,47.3,4,0
PO216470,300,2,0
PO216471,34,15,0
PO216471,33,15,0
PO216472,7.5,20,0
PO216473,35,20,15
PO216474,10,20,0
PO216475,2.5,100,30
PO216475,2.8,400,0
PO216475,5,20,0
PO216475,2.5,10,0
PO216475,2.5,10,0
PO216475,3,20,0
PO216475,4.5,20,0
PO216475,3,10,0
PO216476,36,5,22
PO216476,36,15,0
PO216476,34,10,0
PO216478,30,5,10
PO216478,18,3,0
PO216479,36,5,20
PO216479,0.8,100,0
PO216479,1.8,10,0
PO216479,18,10,0
PO216479,40,15,0
PO216479,3,100,0
PO216479,1.4,20,0
PO216479,6,10,0
PO216479,36,5,0
PO216479,0.8,100,0
PO216479,1.8,10,0
PO216479,18,10,0
PO216479,40,15,0
PO216479,3,100,0
PO216479,1.4,20,0
PO216479,6,10,0
PO216480,8.8,5,12
PO216480,12,10,0
PO216481,22,3,6
PO216482,10.8,5,8
PO216483,4,10,12
PO216483,4,10,0
PO216483,3.5,30,0
PO216484,8.82,20,44.09
PO216484,7,20,0
PO216484,39.9,5,0
PO216484,5.3,10,0
PO216484,85,3,0
PO216484,6.5,10,0
PO216488,5,3,8
PO216499,5,5,0
PO216499,5,10,0
PO216499,6.5,50,0
PO216567,90,15,0
PO216567,90,5,0
PO216605,6,10,8
PO216605,6,10,0
PO216605,6,10,0
PO216605,6,10,0
PO216605,6,10,0
PO216605,6,10,0
PO216605,6,10,0
PO216605,6,10,0
PO216608,43,5,8
PO216609,55,2,15
PO216609,42,20,0
PO216615,275,9,44
PO216615,400,5,0
PO216615,1980,1,0
PO216616,91,30,0
PO216616,25,5,0
PO216616,28.5,25,0
PO216616,40,40,0
PO216617,10,15,0
PO216617,2,15,0
PO216617,2.4,5,0
PO216618,4,20,1
PO216618,4,5,0
PO216620,22,30,0
PO216620,38,20,0
PO216620,22,10,0
PO216620,38,6,0
PO216620,58,5,0
PO216620,58,5,0
PO216620,58,5,0
PO216620,115,30,0
PO216620,275,5,0
PO216620,135,3,0
PO216621,22,30,0
PO216621,56,15,0
PO216622,6,15,48
PO216622,7,10,0
PO216622,8.5,80,0
PO216622,8.5,10,0
PO216624,16,15,6
PO216627,2,30,8
PO216628,70,150,150
PO216629,9.8,10,6
PO216629,3.6,10,0
PO216629,4,10,0
PO216629,13,10,0
PO216631,10.5,20,10
PO216632,2.08,50,49
PO216632,65,15,0
PO216632,39,30,0
PO216632,21,10,0
PO216632,1.4,15,0
PO216632,3.3,15,0
PO216632,17,5,0
PO216632,15,10,0
PO216632,2,245,0
PO216632,2,15,0
PO216632,3.4,40,0
PO216632,5.6,20,0
PO216634,25,5,10
PO216637,180,10,15
PO216637,50,5,0
PO216637,100,5,0
PO216637,155,10,0
PO216638,5.9,20,0
PO216638,5.9,20,0
PO216641,18,10,32
PO216641,13,10,0
PO216641,16,10,0
PO216641,33,10,0
PO216641,14,10,0
PO216641,19,20,0
PO216643,16.3,15,11
PO216643,9.4,10,0
PO216643,16,20,0
PO216644,16.3,5,10
PO216645,6,30,0
PO216649,92,20,0
PO216653,1.25,25,34
PO216653,3.2,15,0
PO216653,0.63,40,0
PO216656,18,60,22
PO216657,270,5,30
PO216657,6.8,15,0
PO216657,140,22,0
PO216658,14.6,70,0
PO216659,23,10,10
PO216659,6,20,0
PO216661,7.5,21,10.5
PO216663,18,10,16
PO216663,27,10,0
PO216663,33,10,0
PO216663,32,10,0
PO216664,22.5,10,20
PO216664,15,10,0
PO216664,17.5,10,0
PO216664,23.5,10,0
PO216665,73,10,15
PO216666,550,4,18
PO216666,525,1,0
PO216669,73,10,15
PO216670,49,40,40
PO216670,28,40,0
PO216671,9.9,5,30
PO216671,4.9,10,0
PO216671,3.2,20,0
PO216671,3.2,5,0
PO216671,5.9,5,0
PO216671,5.9,5,0
PO216671,5.9,5,0
PO216671,3.9,15,0
PO216671,5.9,30,0
PO216671,5.9,15,0
PO216671,7.8,5,0
PO216672,45,5,10
PO216672,21,10,0
PO216673,14,5,50
PO216673,18,55,0
PO216673,18,105,0
PO216674,8,20,60
PO216674,10.5,10,0
PO216674,12,10,0
PO216674,5,40,0
PO216676,80,135,0
PO216677,4,100,70
PO216679,3.75,10,27
PO216679,5,25,0
PO216679,1.5,10,0
PO216679,3,5,0
PO216679,20,1,0
PO216679,9.5,5,0
PO216681,20,10,40
PO216682,15,40,34
PO216685,37,25,0
PO216687,170,3,10
PO216688,18.2,150,0
PO216688,14,30,0
PO216688,18.2,150,0
PO216688,14,30,0
PO216691,9,15,41
PO216691,14,5,0
PO216691,9,20,0
PO216692,1.5,10,8.5
PO216692,2,10,0
PO216692,2,10,0
PO216693,2.5,40,10
PO216693,1.1,30,0
PO216694,8,10,10
PO216694,8,10,0
PO216695,148,20,75
PO216695,95,25,0
PO216695,35,10,0
PO216696,13.5,85,35
PO216697,15,20,8
PO216697,15,20,0
PO216698,15,10,8
PO216698,15,10,0
PO216699,16.5,30,31.2
PO216699,22.5,10,0
PO216699,25.5,25,0
PO216700,12,40,0
PO216701,4,50,49.56
PO216701,4.7,20,0
PO216701,4.7,30,0
PO216708,42,5,32.5
PO216708,18,10,0
PO216709,4,10,6
PO216709,25,10,0
PO216709,7.5,10,0
PO216709,60,10,0
PO216709,7,10,0
PO216712,4,30,15
PO216713,4,30,25
PO216713,4,30,0
PO216713,2,80,0
PO216716,12,10,0
PO216716,4.2,15,0
PO216716,23,10,0
PO216716,6,10,0
PO216716,2.6,10,0
PO216717,12,10,3
PO216717,12,10,0
PO216718,17,20,0
PO216718,17,20,0
PO216718,17,20,0
PO216718,12,10,0
PO216722,6.5,10,18
PO216722,1.3,50,0
PO216722,2.5,20,0
PO216723,1.1,30,12
PO216724,10.5,20,60
PO216724,6.5,10,0
PO216724,2.2,100,0
PO216724,11.5,20,0
PO216724,23,10,0
PO216724,2.5,20,0
PO216724,2,20,0
PO216724,0.33,850,0
PO216724,0.92,50,0
PO216724,0.65,50,0
PO216724,6,20,0
PO216724,6.5,20,0
PO216724,1.3,50,0
PO216724,4.2,10,0
PO216724,1.2,30,0
PO216724,0.75,150,0
PO216724,3.5,50,0
PO216724,0.6,30,0
PO216724,10.5,20,0
PO216724,6.5,10,0
PO216724,2.2,100,0
PO216724,11.5,20,0
PO216724,23,10,0
PO216724,2.5,20,0
PO216724,2,20,0
PO216724,0.33,850,0
PO216724,0.92,50,0
PO216724,0.65,50,0
PO216724,6,20,0
PO216724,6.5,20,0
PO216724,1.3,50,0
PO216724,4.2,10,0
PO216724,1.2,30,0
PO216724,0.75,150,0
PO216724,3.5,50,0
PO216724,0.6,30,0
PO216725,1.9,20,20
PO216725,2.5,70,0
PO216746,28,800,480
PO216750,19,5,28
PO216750,21,5,0
PO216750,21,5,0
PO216750,21,5,0
PO216759,3,20,7
PO216765,1.8,55,29
PO216765,1.8,55,0
PO216765,1.8,55,0
PO216766,4.5,30,29
PO216766,9,20,0
PO216766,3.8,20,0
PO216766,3.5,20,0
PO216766,3.2,50,0
PO216766,1.8,20,0
PO216767,4.5,50,20
PO216768,10,10,10
PO216769,11,10,15
PO216769,9,10,0
PO216772,6.5,20,10
PO216772,11,20,0
PO216772,7,10,0
PO216776,7.5,50,8
PO216782,480,5,18
PO216782,480,5,0
PO216785,32,20,20
PO216786,25,10,40
PO216786,5,10,0
PO216786,12,60,0
PO216786,11,30,0
PO216786,12,50,0
PO216786,13,30,0
PO216786,12,50,0
PO216786,11,10,0
PO216786,140,10,0
PO216786,58,10,0
PO216786,5,35,0
PO216788,10,50,22
PO216788,45,30,0
PO216789,6,30,8
PO216790,3.9,70,0
PO216790,1,10,0
PO216790,6,220,0
PO216790,6,50,0
PO216790,4.2,300,0
PO216790,7,30,0
PO216790,42,30,0
PO216790,8,10,0
PO216790,65,10,0
PO216791,12,30,9
PO216800,2.2,30,15
PO216800,4.6,30,0
PO216803,145,5,10
PO216803,48,5,0
PO216805,21.5,2,10
PO216805,21.5,15,0
PO216806,10,10,10
PO216806,19,10,0
PO216811,16,10,15
PO216811,12,20,0
PO216811,28,30,0
PO216811,16,10,0
PO216811,5,30,0
PO216811,13,60,0
PO216811,11,10,0
PO216815,11,10,7
PO216815,16.5,10,0
PO216817,14,10,0
PO216818,13,10,0
PO216818,7,10,0
PO216819,23,10,46
PO216819,19.6,20,0
PO216821,3.5,20,12
PO216821,3.5,20,0
PO216821,4.2,20,0
PO216822,7.2,10,35
PO216822,7,50,0
PO216822,7.2,10,0
PO216823,38,10,81
PO216823,38,10,0
PO216823,38,10,0
PO216826,14,20,18
PO216826,14,10,0
PO216829,4,30,45
PO216829,6.5,20,0
PO216829,8,50,0
PO216829,4,30,0
PO216829,6.5,20,0
PO216829,8,50,0
PO216834,5,10,12
PO216834,5,10,0
PO216835,4.5,10,33
PO216835,35,10,0
PO216835,35,10,0
PO216848,11,10,20
PO216848,10,10,0
PO216852,65,20,30
PO216854,6.3,20,10.5
PO216854,6.5,10,0
PO216854,8.5,10,0
PO216854,6.3,20,0
PO216854,6.5,10,0
PO216854,8.5,10,0
PO216857,7.5,10,5
PO216857,6,20,0
PO216857,4,10,0
PO216857,3.5,10,0
PO216857,24,10,0
PO216860,14.5,30,16
PO216860,15,30,0
PO216862,32,10,36
PO216862,165,10,0
PO216862,16,10,0
PO216864,4.99,10,10
PO216864,9.5,10,0
PO216873,11,10,15
PO216873,8,10,0
PO216874,3.9,20,25.5
PO216874,3.9,20,0
PO216877,12.5,15,18
PO216877,12.5,15,0
PO216879,4.2,20,12.5
PO216879,4.6,10,0
PO216880,4.5,50,0
PO216880,4.5,100,0
PO216880,11,10,0
PO216880,5,10,0
PO216880,11,3,0
PO216880,6,5,0
PO216880,6,20,0
PO216880,8.5,20,0
PO216880,5,20,0
PO216880,8,5,0
PO216880,15,10,0
PO216880,15,15,0
PO216880,10,20,0
PO216880,15,3,0
PO216880,15,3,0
PO216881,15,30,35
PO216881,15,10,0
PO216881,15,10,0
PO216883,75,5,0
PO216883,40,65,0
PO216883,10,10,0
PO216885,12,100,35
PO216885,12,30,0
PO216885,12,20,0
PO216886,3.2,10,15
PO216886,4.2,50,0
PO216886,10,5,0
PO216888,60,15,38
PO216888,10,50,0
PO216888,16,10,0
PO216888,15,40,0
PO216888,9,20,0
PO216888,10,10,0
PO216888,7,40,0
PO216889,4.2,12,3.5
PO216890,40,40,20
PO216893,11.5,20,7
PO216895,13,10,25
PO216895,8,30,0
PO216895,7,15,0
PO216895,40,15,0
PO216896,6.5,50,10
PO216897,160,5,10
PO216899,13,25,0
PO216901,3,10,8
PO216902,45,45,44
PO216902,40,15,0
PO216902,22,10,0
PO216902,45,45,0
PO216902,40,15,0
PO216902,22,10,0
PO216905,50,4,16
PO216905,55,5,0
PO216905,50,2,0
PO216905,25,5,0
PO216906,5.5,60,50
PO216907,125,30,150
PO216908,45,10,0
PO216908,22,5,0
PO216908,30,5,0
PO216908,79,5,0
PO216908,79,5,0
PO216908,16,10,0
PO216908,95,5,0
PO216908,95,5,0
PO216908,48,20,0
PO216909,250,1,0
PO216909,290,6,0
PO216909,60,2,0
PO216909,70,15,0
PO216909,63,2,0
PO216909,117,2,0
PO216910,72,5,20
PO216912,28,20,0
PO216913,53.5,40,0
PO216914,4,105,10
PO216914,25,5,0
PO216914,250,5,0
PO216916,50,5,0
PO216916,50,4,0
PO216916,45,8,0
PO216919,54,50,0
PO216920,22,20,0
PO216920,22,20,0
PO216920,58,20,0
PO216922,410,12,25
PO216922,180,8,0
PO216922,180,15,0
PO216922,115,4,0
PO216923,410,2,8
PO216925,11.9,3,6.5
PO216926,7.5,10,4
PO216927,1.8,10,8
PO216927,2.5,25,0
PO216927,1.8,10,0
PO216927,2.5,25,0
PO216928,380,5,0
PO216929,10.8,20,29
PO216929,9,20,0
PO216929,26,20,0
PO216930,26.6,20,0
PO216931,21.5,70,270
PO216931,21.5,70,0
PO216931,21.5,40,0
PO216932,8.9,20,9
PO216933,6.5,25,14
PO216933,5.6,5,0
PO216933,6.2,35,0
PO216934,13,20,7.5
PO216934,14.5,5,0
PO216935,15,5,10
PO216935,23,10,0
PO216936,7.5,20,9
PO216936,7.5,20,0
PO216939,52,30,15
PO216939,36,10,0
PO216939,55,20,0
PO216940,60,20,0
PO216942,5,10,38.47
PO216942,5,5,0
PO216942,19,5,0
PO216942,4.8,20,0
PO216943,9.5,10,14
PO216943,10.8,10,0
PO216944,12,15,60
PO216944,5.5,30,0
PO216945,72,10,15
PO216946,75,6,18
PO216946,135,3,0
PO216946,130,3,0
PO216947,4.8,10,12
PO216947,19.5,10,0
PO216947,12.5,10,0
PO216947,80,10,0
PO216947,2.7,10,0
PO216949,75,5,10
PO216949,25.5,5,0
PO216949,40,2,0
PO216949,135,4,0
PO216949,30,5,0
PO216952,88,6,12
PO216952,14,10,0
PO216956,10,5,16
PO216956,10,5,0
PO216956,9,5,0
PO216956,9,20,0
PO216956,11,5,0
PO216956,9.5,10,0
PO216956,10,5,0
PO216956,10,5,0
PO216956,9,5,0
PO216956,9,20,0
PO216956,11,5,0
PO216956,9.5,10,0
PO216957,13,11,8
PO216957,13,10,0
PO216957,13,3,0
PO216957,13,3,0
PO216965,13.5,5,10
PO216965,20,6,0
PO216965,7.8,10,0
PO216965,3.7,10,0
PO216968,175,12,25
PO216973,75,10,10
PO216974,14,1,0
PO216974,15,65,0
PO216974,15,10,0
PO216975,37,20,0
PO216976,7.5,2,0
PO216976,6,10,0
PO216976,6,5,0
PO216976,6,5,0
PO216978,5,5,7
PO216978,7,5,0
PO216979,4.7,25,12.5
PO216980,27,2,15
PO216980,29,10,0
PO216980,29,5,0
PO216981,16,70,0
PO216982,1.2,50,19
PO216982,1.1,50,0
PO216982,1.2,120,0
PO216982,1.2,120,0
PO216982,2,20,0
PO216982,0.75,20,0
PO216983,14.5,20,30
PO216985,5.2,30,9
PO216985,50,5,0
PO216987,28,80,20
PO216988,215,3,8
PO216991,13,5,0
PO216991,30,5,0
PO216991,40,1,0
PO216992,29,10,10
PO216993,27,10,0
PO216994,60,1,7
PO216994,43,1,0
PO216995,120,2,10
PO216997,34,10,10
PO216999,16,10,15.2
PO217000,85,2,0
PO217001,8.5,20,16
PO217001,28,10,0
PO217003,5.3,50,25
PO217004,37,5,10
PO217008,5,10,12
PO217008,5,10,0
PO217008,5.6,10,0
PO217008,5,1,0
PO217008,9,1,0
PO217008,9,10,0
PO217008,5,10,0
PO217008,5,10,0
PO217008,5.6,10,0
PO217008,5,1,0
PO217008,9,1,0
PO217008,9,10,0
PO217010,285,3,16
PO217010,355,1,0
PO217010,285,4,0
PO217010,360,1,0
PO217013,28,10,16
PO217013,12,6,0
PO217015,9,20,8
PO217016,9.5,10,8
PO217016,11.5,10,0
PO217018,2.1,40,16
PO217020,36,3,0
PO217020,40,10,0
PO217023,94,20,15
PO217023,94,2,0
PO217028,53,1,10
PO217028,15,3,0
PO217028,97,1,0
PO217028,19,5,0
PO217029,10,10,9
PO217031,27.5,1,8
PO217031,8,1,0
PO217031,1.8,10,0
PO217033,244,2,8
PO217034,243,10,39
PO217034,72,1,0
PO217034,379,5,0
PO217034,259,10,0
PO217034,289,1,0
PO217034,379,5,0
PO217034,42,10,0
PO217038,60,5,8
PO217041,55,5,14
PO217041,55,5,0
PO217042,72,5,7
PO217044,7.5,5,12.5
PO217046,6,5,8
PO217048,20,7,10
PO217048,25,6,0
PO217050,19.5,2,4.05
PO217052,37,3,8
PO217055,50,3,10
PO217056,36,3,12
PO217057,70,11,0
PO217058,27,5,12
PO217058,27,5,0
PO217059,15.5,5,11
PO217059,15.5,5,0
PO217065,4.8,50,20
PO217065,4.8,10,0
PO217066,9,20,15
PO217067,25,10,41
PO217067,12.5,20,0
PO217068,14.5,10,20
PO217071,22,6,40
PO217071,45,3,0
PO217071,90,3,0
PO217071,90,4,0
PO217071,22,6,0
PO217071,45,3,0
PO217071,90,3,0
PO217071,90,4,0
PO217072,2.8,20,21.93
PO217073,1.1,20,7.78
PO217075,20,5,7
PO217076,18.3,5,12
PO217076,18,30,0
PO217076,19.7,10,0
PO217077,6.8,460,0
PO217078,2.3,510,0
PO217080,2.1,200,11
PO217083,75,5,0
PO217083,80,5,0
PO217083,120,10,0
PO217083,115,5,0
PO217084,28.5,20,30
PO217086,1.1,50,27.5
PO217086,1.95,20,0
PO217087,16,20,24
PO217087,10.6,15,0
PO217088,41,80,50
PO217089,4.4,35,385
PO217089,45,5,0
PO217089,41,10,0
PO217089,5,35,0
PO217089,90,10,0
PO217089,18,15,0
PO217089,16,40,0
PO217089,18.6,5,0
PO217089,9.5,30,0
PO217089,18,10,0
PO217089,8.5,35,0
PO217089,13,10,0
PO217089,5.2,10,0
PO217089,5.7,25,0
PO217089,10,5,0
PO217089,41,10,0
PO217089,24,10,0
PO217089,7,100,0
PO217089,3,30,0
PO217089,18.5,15,0
PO217089,28,5,0
PO217091,13.5,6,15
PO217092,32,48,41.28
PO217093,357,3,0
PO217095,90,10,49
PO217095,9.5,5,0
PO217095,98,10,0
PO217096,20.8,10,0
PO217098,5.5,10,21
PO217098,5.5,20,0
PO217098,5.5,15,0
PO217098,8,10,0
PO217098,8,5,0
PO217098,8,15,0
PO217098,8.6,5,0
PO217098,25.5,5,0
PO217098,10,10,0
PO217098,2.9,5,0
PO217098,2.9,5,0
PO217098,2.9,5,0
PO217099,11,20,16
PO217099,7.5,40,0
PO217099,7.5,30,0
PO217099,10,20,0
PO217100,15.9,30,28
PO217101,9,30,24
PO217102,5.5,5,0
PO217102,8,10,0
PO217102,10,1,0
PO217102,1.8,1,0
PO217102,1.8,10,0
PO217102,4.5,15,0
PO217103,52,50,20
PO217105,200,30,0
PO217107,26,30,10
PO217108,150,3,10
PO217110,50,30,0
PO217111,7.5,20,10
PO217112,18,30,16
PO217113,48,15,0
PO217114,128,5,0
PO217115,24.8,12,13.8
PO217115,1.9,50,0
PO217116,6,10,0
PO217116,3.5,10,0
PO217116,6.5,10,0
PO217116,9,50,0
PO217116,11,10,0
PO217116,6.8,10,0
PO217116,5,10,0
PO217116,10,10,0
PO217116,6,30,0
PO217116,6,30,0
PO217116,6,20,0
PO217116,8,10,0
PO217116,5,10,0
PO217116,5,10,0
PO217116,9,30,0
PO217116,9,50,0
PO217116,17,10,0
PO217116,8,20,0
