采购单号,采购单价,采购数量,运费
ABD010178,3.8,20,6
ABD010179,12.5,45,18
ABD010180,12.5,20,10
ABD010181,4.5,20,6
ABD010182,12.5,45,18
ABD010187,150,25,0
ABD010188,85,20,0
ABD010188,150,50,0
ABD010192,38,20,20
ABD010193,29,30,34
ABD010194,36,40,0
ABD010194,36,40,0
ABD010194,36,40,0
ABD010194,22,80,0
ABD010194,22,50,0
ABD010194,22,50,0
ABD010195,22,50,0
ABD010195,22,30,0
ABD010195,22,50,0
ABD010196,36,30,0
ABD010196,22,40,0
ABD010197,36,120,0
ABD010198,3.5,50,28
ABD010198,3.5,50,0
ABD010199,3.5,30,16
ABD010201,23,20,14
ABD010202,16,70,111.8
ABD010202,19,50,0
ABD010203,16,100,164
ABD010203,19,100,0
ABD010204,16,50,111.8
ABD010204,19,70,0
ABD010205,16,100,233
ABD010205,19,150,0
ABD010206,16,70,199.4
ABD010206,19,120,0
ABD010207,36,40,450
ABD010207,36,110,0
ABD010208,36,15,90
ABD010208,36,15,0
ABD010209,36,5,30
ABD010209,36,5,0
ABD010210,30,20,17
ABD010211,55,50,43
ABD010212,24.7,50,75
ABD010212,24.7,50,75
ABD010213,24.7,40,60
ABD010213,24.7,40,60
ABD010214,24.7,20,30
ABD010214,24.7,20,30
ABD010215,52,30,30
ABD010216,52,50,50
ABD010218,52,10,10
ABD010220,38,35,40
ABD010221,85,20,0
ABD010222,13.8,130,120
ABD010223,13.8,30,20
ABD010224,70,30,30
ABD010225,70,20,20
ABD010226,60,50,50
ABD010226,38,50,0
ABD010226,17.5,50,0
ABD010233,18,60,30
ABD010234,3,30,10.5
ABD010235,3,10,3.5
ABD010236,52,30,30
ABD010237,19.3,120,24
ABD010243,116,20,0
ABD010244,72.5,20,24
ABD010245,72.5,20,24
ABD010246,65,20,77
ABD010247,60,10,0
ABD010247,60,10,43.3
ABD010247,60,10,43.3
ABD010248,60,10,0
ABD010248,60,10,43.3
ABD010248,60,10,43.3
ABD010249,60,55,0
ABD010249,60,55,238
ABD010249,60,55,238
ABD010250,60,25,0
ABD010250,60,25,108
ABD010250,60,25,108
ABD010251,60,15,0
ABD010251,,,0
ABD010251,60,15,67.4
ABD010251,60,15,67.4
ABD010252,108,130,305
ABD010253,108,100,235
ABD010256,110,50,0
ABD010257,80,15,10
ABD010258,80,5,5
ABD010262,35,20,0
ABD010263,19,50,35
ABD010264,140,20,128
ABD010265,23,5,16
ABD010266,23,15,49
ABD010267,40,15,13
ABD010268,19,10,8.7
ABD010269,24.5,50,44
ABD010270,24.5,30,26.3
ABD010271,30,50,60
ABD010277,295,30,110
ABD010278,445,20,70
ABD010279,48,30,64
ABD010280,48,15,33
ABD010281,48,5,11
ABD010282,148,30,175
ABD010282,158,30,0
ABD010283,43,50,100
ABD010288,16,70,22
ABD010289,20,20,30
ABD010289,16,50,0
ABD010290,16,70,22
ABD010291,16,15,4.6
ABD010292,16,5,1.4
ABD010293,16,65,174
ABD010293,24.5,50,0
ABD010294,16,70,198
ABD010294,24.5,50,0
ABD010295,16,20,33
ABD010297,16,50,214
ABD010297,24.5,80,0
ABD010299,16,40,181
ABD010299,24.5,60,0
ABD010302,50,120,134.4
ABD010302,50,120,134.4
ABD010303,50,30,33.6
ABD010303,50,30,33.6
ABD010304,69,30,0
ABD010304,69,30,0
ABD010305,15,40,40
ABD010306,26.5,30,54
ABD010307,47.5,10,18
ABD010308,47.5,10,18
ABD010321,20,20,0
ABD010321,20,20,0
ABD010326,108,20,0
ABD010327,108,30,0
ABD010328,108,7,0
ABD010329,108,3,0
ABD010332,8.2,50,14
ABD010336,22,10,10
ABD010338,106,30,70
ABD010338,106,30,70
ABD010339,50,30,0
ABD010341,16,10,10
ABD010342,14,10,15
ABD010343,14,20,35
ABD010344,135,30,1750
ABD010344,175,80,0
ABD010345,135,40,400
ABD010346,135,30,300
ABD010347,57.5,100,120
ABD010347,57.5,100,120
ABD010348,47.5,20,25
ABD010348,47.5,20,25
ABD010354,306,30,0
ABD010355,306,10,0
ABD010356,165,10,100
ABD010357,132,10,10
ABD010357,136,20,0
ABD010357,132,10,10
ABD010357,136,20,0
ABD010358,78,275,275
ABD010359,78,70,70
ABD010360,38,150,195
ABD010361,110,20,30
ABD010362,110,10,16
ABD010363,38,50,65
ABD010364,34,110,145
ABD010365,34,70,91
ABD010366,34,30,39
ABD010367,38,50,65
ABD010369,43,10,17
ABD010369,43,10,17
ABD010370,58.8,10,32
ABD010370,58.8,10,32
ABD010371,34,20,30
ABD010372,131,20,30
ABD010373,31,80,39
ABD010374,31,60,31
ABD010375,31,95,38
ABD010376,31,45,18
ABD010377,31,50,20
ABD010378,31,10,4
ABD010379,31,10,4
ABD010380,31,10,4
ABD010381,31,10,4
ABD010391,5,20,34
ABD010391,5,20,0
ABD010391,5,20,0
ABD010391,5,20,0
ABD010391,5,20,0
ABD010391,5,20,0
ABD010391,5,20,0
ABD010391,5,20,34
ABD010391,5,20,0
ABD010391,5,20,0
ABD010391,5,20,0
ABD010391,5,20,0
ABD010391,5,20,0
ABD010391,5,20,0
ABD010392,5,20,24
ABD010392,5,20,0
ABD010392,5,20,0
ABD010392,5,20,0
ABD010392,5,20,0
ABD010392,5,20,24
ABD010392,5,20,0
ABD010392,5,20,0
ABD010392,5,20,0
ABD010392,5,20,0
ABD010393,9,30,26
ABD010393,9,30,26
ABD010394,51.5,20,0
ABD010395,51.5,320,0
ABD010396,51.5,20,0
ABD010399,80,20,118
ABD010401,38.5,60,72
ABD010403,12,90,37.9
ABD010404,12,30,12.6
ABD010405,13.5,20,20
ABD010407,12,175,73.4
ABD010408,12,80,33.7
ABD010409,34.3,20,20
ABD010409,34.3,20,20
ABD010410,12,50,21
ABD010411,12,50,21.4
ABD010416,10.5,15,30
ABD010416,10.5,15,30
ABD010417,30.5,10,15
ABD010418,33,20,56
ABD010423,40,80,130
ABD010423,80,25,0
ABD010423,40,80,130
ABD010423,80,25,0
ABD010424,20.5,60,0
ABD010424,20.5,60,0
ABD010425,15.5,30,15
ABD010425,36,30,0
ABD010427,31,30,39
ABD010427,31,30,39
ABD010428,31,15,149.2
ABD010428,31,20,0
ABD010428,31,80,0
ABD010428,31,15,149.2
ABD010428,31,20,0
ABD010428,31,80,0
ABD010431,31,5,6.8
ABD010431,31,5,6.8
ABD010432,31.5,20,6
ABD010432,31.5,20,6
ABD010433,12,60,36
ABD010433,12,60,36
ABD010434,12,20,13
ABD010434,12,20,13
ABD010439,32,30,132.4
ABD010439,32,30,132.4
ABD010440,32,40,176.5
ABD010440,32,40,176.5
ABD010442,32,12,53
ABD010442,32,12,53
ABD010444,44,30,0
ABD010445,132,150,420
ABD010447,132,30,80
ABD010448,22,64,394.3
ABD010448,22,64,0
ABD010448,20,60,0
ABD010448,20,64,0
ABD010448,22,64,394.3
ABD010448,22,64,0
ABD010448,20,60,0
ABD010448,20,64,0
ABD010449,22,34,194
ABD010449,22,29,0
ABD010449,20,29,0
ABD010449,20,32,0
ABD010449,22,34,194
ABD010449,22,29,0
ABD010449,20,29,0
ABD010449,20,32,0
ABD010450,22,34,194
ABD010450,22,29,0
ABD010450,20,29,0
ABD010450,20,32,0
ABD010450,22,34,194
ABD010450,22,29,0
ABD010450,20,29,0
ABD010450,20,32,0
ABD010452,14.2,25,20
ABD010452,14.2,25,0
ABD010453,14.2,5,5
ABD010453,14.2,5,0
ABD010458,190,30,0
ABD010458,190,30,0
ABD010459,190,20,0
ABD010459,190,20,0
ABD010460,22.5,50,69.2
ABD010460,22.5,50,69.2
ABD010461,22.5,20,27.8
ABD010461,22.5,20,27.8
ABD010462,95,50,0
ABD010462,95,50,0
ABD010466,45,30,27
ABD010467,45,30,27
ABD010468,45,20,21
ABD010469,45,60,50
ABD010470,68,10,35
ABD010470,68,10,35
ABD010475,21,30,19
ABD010475,21,30,19
ABD010476,33,25,70
ABD010477,45,35,67.5
ABD010477,63,50,0
ABD010478,28,20,0
ABD010478,28,20,0
ABD010478,28,20,0
ABD010478,28,20,0
ABD010479,28,30,0
ABD010479,28,50,0
ABD010479,28,30,0
ABD010479,28,50,0
ABD010480,28,15,0
ABD010480,28,15,0
ABD010480,28,15,0
ABD010480,28,15,0
ABD010481,28,5,0
ABD010481,28,55,0
ABD010481,28,5,0
ABD010481,28,55,0
ABD010483,24,50,52
ABD010483,106,30,0
ABD010483,24,50,52
ABD010483,106,30,0
ABD010484,52,20,31
ABD010484,52,20,31
ABD010485,129,20,10
ABD010485,129,20,10
ABD010486,39,20,70
ABD010486,39,20,70
ABD010489,80,25,230
ABD010489,80,25,230
ABD010490,80,20,180
ABD010490,80,20,180
ABD010492,28,20,15
ABD010492,28,20,15
ABD010503,43,20,28
ABD010504,158,60,0
ABD010504,158,60,0
ABD010505,158,20,0
ABD010505,158,20,0
ABD010506,158,50,0
ABD010506,158,50,0
ABD010507,158,40,0
ABD010507,158,40,0
ABD010508,37,80,176
ABD010508,37,80,176
ABD010509,33,50,80
ABD010509,33,50,80
ABD010510,33,10,18
ABD010510,33,10,18
ABD010511,14.5,20,33.5
ABD010511,14.5,20,33.5
ABD010512,144,30,0
ABD010512,176,50,0
ABD010512,144,30,0
ABD010512,176,50,0
ABD010513,47,10,15
ABD010514,47,20,15
ABD010516,38.5,20,46
ABD010516,38.5,20,46
ABD010517,38.5,20,46
ABD010517,38.5,20,46
ABD010518,38.5,10,23
ABD010518,38.5,10,23
ABD010519,55,35,0
ABD010519,55,35,0
ABD010520,48,100,100
ABD010520,23,100,0
ABD010520,48,100,100
ABD010520,23,100,0
ABD010521,38.5,120,0
ABD010521,38.5,120,0
ABD010522,38.5,70,0
ABD010522,38.5,70,0
ABD010523,90,35,0
ABD010523,90,35,0
ABD010525,25,20,18
ABD010525,25,20,18
ABD010527,160,15,0
ABD010527,160,15,0
ABD010528,78,30,0
ABD010528,78,30,0
ABD010529,78,10,0
ABD010529,78,10,0
ABD010530,78,40,0
ABD010530,78,40,0
ABD010534,80,50,75
ABD010534,80,50,75
ABD010535,80,30,12
ABD010535,80,30,12
ABD010536,80,20,8
ABD010536,80,20,8
ABD010537,58,70,200
ABD010537,58,70,200
ABD010538,39,100,66
ABD010538,39,100,66
ABD010539,39,30,64
ABD010539,27,20,0
ABD010539,39,30,64
ABD010539,27,20,0
ABD010543,18.5,25,0
ABD010543,18.5,25,0
ABD010544,110,90,0
ABD010544,110,90,405
ABD010544,110,90,0
ABD010544,110,90,405
ABD010545,53,20,38
ABD010545,53,20,38
ABD010546,78,20,0
ABD010546,78,20,0
ABD010547,78,20,0
ABD010547,78,20,0
ABD010548,26,50,37
ABD010548,26,50,0
ABD010548,26,50,37
ABD010548,26,50,0
ABD010549,26,20,15
ABD010549,26,20,0
ABD010549,26,20,15
ABD010549,26,20,0
ABD010550,115,20,110
ABD010550,115,20,110
ABD010551,95,30,0
ABD010554,43,20,0
ABD010554,43,20,0
ABD010556,56,50,84
ABD010556,56,50,84
ABD010557,105,60,290
ABD010557,105,60,290
ABD010558,8.8,40,12
ABD010558,8.8,40,12
ABD010559,8.8,30,8
ABD010559,8.8,30,8
ABD010560,28,20,25
ABD010560,28,20,25
ABD010564,38,50,60
ABD010564,38,50,60
ABD010565,52,50,240
ABD010565,52,50,240
ABD010566,52,10,48
ABD010566,52,10,48
ABD010567,18.5,20,22.8
ABD010567,18.5,20,22.8
ABD010568,28,20,22.8
ABD010568,28,20,22.8
ABD010569,28,10,11.4
ABD010569,28,10,11.4
ABD010571,45,50,100
ABD010571,45,50,100
ABD010572,31,40,45
ABD010572,31,40,45
ABD010573,127,10,59
ABD010574,280,60,240
ABD010574,280,60,240
ABD010576,261,60,218
ABD010576,261,60,218
ABD010579,21,30,20
ABD010579,21,30,20
ABD010580,21,30,20
ABD010580,21,30,20
ABD010582,86,50,215
ABD010582,86,50,215
ABD010586,22.5,20,15
ABD010586,22.5,20,15
ABD010587,22.5,20,15
ABD010587,22.5,20,15
ABD010589,15,15,20
ABD010589,15,15,20
ABD010590,15,9,12
ABD010590,15,9,12
ABD010591,42,150,320
ABD010591,53,20,0
ABD010591,42,150,320
ABD010591,53,20,0
ABD010592,32,40,76
ABD010592,32,40,76
ABD010593,40.5,30,23
ABD010593,40.5,30,23
ABD010594,42,25,47
ABD010594,42,25,47
ABD010595,40.5,20,15
ABD010595,40.5,20,15
ABD010596,40.5,65,50
ABD010596,40.5,65,50
ABD010597,42,25,47
ABD010597,42,25,47
ABD010598,40.5,35,25
ABD010598,40.5,35,25
ABD010599,27,20,42
ABD010599,27,20,42
ABD010600,40.5,50,37
ABD010600,40.5,50,37
ABD010601,27,10,21
ABD010601,27,10,21
ABD010605,19,20,95
ABD010605,19,20,95
ABD010607,47.2,20,130
ABD010607,47.2,20,130
ABD010608,6.8,50,369.9
ABD010608,8.2,80,0
ABD010608,9.7,80,0
ABD010608,10.7,80,0
ABD010608,6.8,50,369.9
ABD010608,8.2,80,0
ABD010608,9.7,80,0
ABD010608,10.7,80,0
ABD010609,86.5,40,56
ABD010609,86.5,40,56
ABD010610,86.5,20,28
ABD010610,86.5,20,28
ABD010615,23.9,20,38
ABD010615,59.7,20,0
ABD010615,23.9,20,38
ABD010615,59.7,20,0
ABD010616,167,50,220
ABD010616,167,50,220
ABD010619,307,30,75
ABD010619,307,30,75
ABD010622,13.7,60,75
ABD010622,13.7,40,0
ABD010622,13.7,40,0
ABD010622,13.7,60,75
ABD010622,13.7,40,0
ABD010622,13.7,40,0
ABD010623,13.7,60,110
ABD010623,13.7,90,0
ABD010623,13.7,60,0
ABD010623,13.7,60,110
ABD010623,13.7,90,0
ABD010623,13.7,60,0
ABD010624,66,20,300
ABD010624,66,20,300
ABD010625,32,15,30
ABD010625,32,15,0
ABD010625,32,15,30
ABD010625,32,15,0
ABD010626,13.7,10,20
ABD010626,13.7,20,0
ABD010626,13.7,10,0
ABD010626,13.7,10,20
ABD010626,13.7,20,0
ABD010626,13.7,10,0
ABD010627,13.7,30,55
ABD010627,13.7,50,0
ABD010627,13.7,30,0
ABD010627,13.7,30,55
ABD010627,13.7,50,0
ABD010627,13.7,30,0
ABD010628,32,10,60
ABD010628,32,10,0
ABD010628,32,40,0
ABD010628,32,10,60
ABD010628,32,10,0
ABD010628,32,40,0
ABD010629,32,3,19
ABD010629,32,3,0
ABD010629,32,13,0
ABD010629,32,3,19
ABD010629,32,3,0
ABD010629,32,13,0
ABD010630,32,7,41
ABD010630,32,7,0
ABD010630,32,27,0
ABD010630,32,7,41
ABD010630,32,7,0
ABD010630,32,27,0
ABD010631,3.9,60,0
ABD010631,3.9,80,0
ABD010631,3.9,60,0
ABD010631,3.9,80,0
ABD010632,13,90,0
ABD010632,13,90,0
ABD010633,168,20,0
ABD010633,168,10,0
ABD010633,168,20,0
ABD010633,168,20,0
ABD010633,168,10,0
ABD010633,168,20,0
ABD010634,13,20,0
ABD010634,13,20,0
ABD010635,59.7,100,142
ABD010635,59.7,100,142
ABD010637,9.3,20,28
ABD010637,9.3,20,28
ABD010639,50,102,300
ABD010639,50,102,300
ABD010640,35,30,27
ABD010641,35,75,67.5
ABD010642,35,20,85.5
ABD010642,35,75,0
ABD010643,44,50,225
ABD010643,44,50,225
ABD010644,44,30,135
ABD010644,44,30,135
ABD010645,44,15,67.5
ABD010645,44,15,67.5
ABD010647,44,5,22.5
ABD010647,44,5,22.5
ABD010648,31.5,30,24
ABD010648,31.5,30,24
ABD010649,31.5,20,16
ABD010649,31.5,20,16
ABD010650,14.5,20,15
ABD010650,14.5,20,15
ABD010651,44,20,25
ABD010652,8.5,20,12
ABD010652,8.5,20,12
ABD010653,13.5,20,0
ABD010653,13.5,20,0
ABD010655,13.5,40,0
ABD010655,13.5,40,0
ABD010655,13.5,40,0
ABD010655,13.5,40,0
ABD010655,13.5,40,0
ABD010655,13.5,40,0
ABD010656,13.5,10,0
ABD010656,13.5,10,0
ABD010656,13.5,10,0
ABD010656,13.5,10,0
ABD010656,13.5,10,0
ABD010656,13.5,10,0
ABD010657,22,28,55.2
ABD010657,22,28,55.2
ABD010658,23,20,0
ABD010658,23,20,0
ABD010659,50,10,25
ABD010659,50,10,25
ABD010660,55,100,250
ABD010660,55,100,250
ABD010661,55,20,50
ABD010661,55,20,50
ABD010662,22,23,156
ABD010662,22,27,0
ABD010662,20,30,0
ABD010662,20,20,0
ABD010662,22,23,156
ABD010662,22,27,0
ABD010662,20,30,0
ABD010662,20,20,0
ABD010663,22,9,62.6
ABD010663,22,11,0
ABD010663,20,12,0
ABD010663,20,8,0
ABD010663,22,9,62.6
ABD010663,22,11,0
ABD010663,20,12,0
ABD010663,20,8,0
ABD010665,4.8,70,10
ABD010665,4.8,70,10
ABD010666,38.5,20,26
ABD010666,38.5,20,26
ABD010667,32,20,50
ABD010667,32,20,50
ABD010668,38.5,20,26
ABD010668,38.5,20,26
ABD010669,37,20,38.4
ABD010669,37,20,38.4
ABD010670,8.4,20,25
ABD010670,8.4,20,25
ABD010671,90,115,0
ABD010671,90,115,0
ABD010671,90,115,460
ABD010672,90,70,0
ABD010672,90,70,0
ABD010672,90,70,280
ABD010673,6,620,0
ABD010673,6,620,0
ABD010674,6,200,0
ABD010674,6,200,0
ABD010675,90,100,0
ABD010675,90,100,0
ABD010675,90,100,400
ABD010676,90,30,0
ABD010676,90,30,0
ABD010676,90,30,120
ABD010677,90,10,0
ABD010677,90,10,0
ABD010677,90,10,40
ABD010678,22,12,19.1
ABD010678,22,12,19.1
ABD010679,26.5,50,57
ABD010679,26.5,50,57
ABD010680,32,20,88.1
ABD010680,32,20,88.1
ABD010681,45,20,30
ABD010681,45,20,0
ABD010681,45,20,30
ABD010681,45,20,0
ABD010683,95,50,313
ABD010683,95,80,0
ABD010683,95,10,0
ABD010684,36,35,96
ABD010684,36,35,96
ABD010685,36,45,123
ABD010685,36,45,123
ABD010687,42,20,37.5
ABD010687,42,20,37.5
ABD010688,41,20,27
ABD010688,41,20,27
ABD010692,36,140,383
ABD010692,36,140,383
ABD010697,47,50,50
ABD010697,47,50,50
ABD010698,47,20,20
ABD010698,47,20,20
ABD010699,47,50,50
ABD010699,47,50,50
ABD010702,47,20,20
ABD010702,47,20,20
ABD010708,55,20,0
ABD010708,55,20,0
ABD010709,43,20,60
ABD010709,43,20,0
ABD010709,43,20,0
ABD010709,43,20,60
ABD010709,43,20,0
ABD010709,43,20,0
ABD010715,40,100,280
ABD010715,40,100,280
ABD010720,35,110,83
ABD010720,35,110,83
ABD010721,35,30,40
ABD010721,35,30,40
ABD010722,35,40,30
ABD010722,35,40,30
ABD010723,35,20,25
ABD010723,35,20,25
ABD010724,35,85,64
ABD010724,35,85,64
ABD010725,35,20,25
ABD010725,35,20,25
ABD010726,35,45,35
ABD010726,35,45,35
ABD010728,36,5,8
ABD010728,36,5,8
ABD010729,35,10,10
ABD010729,35,10,10
ABD010730,36,15,22
ABD010730,36,15,22
ABD010731,35,50,38
ABD010731,35,50,38
ABD010732,36,30,82
ABD010732,36,30,82
ABD010733,160,10,0
ABD010733,160,10,0
ABD010734,65,100,0
ABD010734,65,100,0
ABD010735,65,10,0
ABD010735,65,10,0
ABD010736,65,50,0
ABD010736,65,50,0
ABD010743,39,100,66
ABD010743,39,100,66
ABD010744,25,50,34
ABD010744,25,50,34
ABD010745,27.5,100,70
ABD010745,27.5,100,70
ABD010746,90,20,168
ABD010746,90,20,168
ABD010747,90,20,168
ABD010747,90,20,168
ABD010748,14,20,14
ABD010748,14,20,14
ABD010752,17.9,130,170
ABD010752,17.9,155,0
ABD010752,17.9,130,170
ABD010752,17.9,155,0
ABD010753,17.9,120,170
ABD010753,17.9,120,0
ABD010753,17.9,60,0
ABD010753,17.9,120,170
ABD010753,17.9,120,0
ABD010753,17.9,60,0
ABD010754,17.9,15,170
ABD010754,17.9,15,170
ABD010755,17.9,5,170
ABD010755,17.9,5,170
ABD010756,50,100,60
ABD010756,50,100,60
ABD010757,95,110,674
ABD010757,95,120,0
ABD010757,95,70,0
ABD010758,95,50,313
ABD010758,95,75,0
ABD010758,95,15,0
ABD010759,95,30,390
ABD010759,95,40,0
ABD010759,95,5,0
ABD010759,95,30,390
ABD010759,95,40,0
ABD010759,95,5,0
ABD010760,95,20,210
ABD010760,32,20,0
ABD010760,95,20,210
ABD010760,32,20,0
ABD010761,50,150,60
ABD010761,50,150,60
ABD010762,50,30,60
ABD010762,50,30,60
ABD010763,50,10,60
ABD010763,50,10,60
ABD010764,50,50,60
ABD010764,50,50,60
ABD010765,33,30,15
ABD010765,33,30,15
ABD010766,33,20,15
ABD010766,33,20,15
ABD010767,33,30,15
ABD010767,33,30,15
ABD010768,33,15,15
ABD010768,33,15,15
ABD010769,68,85,0
ABD010769,68,85,0
ABD010770,68,65,0
ABD010770,68,65,0
ABD010771,68,30,0
ABD010771,68,30,0
ABD010772,68,20,0
ABD010772,68,20,0
ABD010773,47,40,20
ABD010773,47,40,20
ABD010774,58,20,20
ABD010774,58,20,0
ABD010774,58,20,20
ABD010774,58,20,0
ABD010775,91,160,919
ABD010775,148,160,0
ABD010776,36,100,148
ABD010776,36,100,148
ABD010777,36,90,132
ABD010777,36,90,132
ABD010778,22,50,50
ABD010778,22,50,50
ABD010779,23,50,40
ABD010779,23,50,40
ABD010780,40,20,16
ABD010780,40,20,16
ABD010781,23,50,40
ABD010781,23,50,40
ABD010787,7,10,0
ABD010787,7,10,0
ABD010788,7,5,0
ABD010788,7,5,0
ABD010789,47,40,40
ABD010789,47,40,40
ABD010790,47,30,30
ABD010790,47,30,30
ABD010791,47,50,50
ABD010791,47,50,50
ABD010792,47,60,60
ABD010792,47,60,60
ABD010793,78,55,0
ABD010793,78,55,0
ABD010794,78,25,0
ABD010794,78,25,0
ABD010795,78,30,0
ABD010795,78,30,0
ABD010796,78,50,0
ABD010796,78,50,0
ABD010797,78,50,0
ABD010797,78,50,0
ABD010799,36,90,246
ABD010799,36,90,246
ABD010802,26,20,0
ABD010802,26,20,0
ABD010809,19.5,60,48
ABD010809,19.5,60,48
ABD010810,23,50,45
ABD010810,24,50,0
ABD010810,24,50,0
ABD010810,24,50,0
ABD010810,23,50,45
ABD010810,24,50,0
ABD010810,24,50,0
ABD010810,24,50,0
ABD010811,24,20,5
ABD010811,24,20,5
ABD010812,24,70,25
ABD010812,24,70,25
ABD010813,120,10,20
ABD010813,120,10,20
ABD010814,48,30,0
ABD010814,48,30,0
ABD010815,48,20,0
ABD010815,48,20,0
ABD010816,48,70,0
ABD010816,48,70,0
ABD010817,48,15,0
ABD010817,48,15,0
ABD010818,48,5,0
ABD010818,48,5,0
ABD010819,26,20,12
ABD010819,26,20,12
ABD010820,261,50,182
ABD010820,261,50,182
ABD010821,58,35,70
ABD010821,58,35,70
ABD010822,58,20,40
ABD010822,58,20,40
ABD010823,115,95,0
ABD010823,115,95,0
ABD010824,11.6,5,5
ABD010824,11.6,5,5
ABD010825,115,95,0
ABD010825,115,95,0
ABD010826,115,60,0
ABD010826,115,60,0
ABD010827,11.6,20,20
ABD010827,11.6,20,20
ABD010828,115,35,0
ABD010828,115,35,0
ABD010829,115,10,0
ABD010829,115,10,0
ABD010830,21,100,0
ABD010830,21,100,0
ABD010832,53.5,20,0
ABD010832,53.5,20,0
ABD010836,20.75,50,65
ABD010836,20.75,25,0
ABD010836,20.75,50,65
ABD010836,20.75,25,0
ABD010837,45,20,0
ABD010837,45,20,0
ABD010839,108,20,0
ABD010839,108,20,0
ABD010840,45,90,355
ABD010840,45,90,355
ABD010841,45,40,160
ABD010841,45,40,160
ABD010842,45,102,400
ABD010842,45,102,400
ABD010843,45,53,208
ABD010843,45,53,208
ABD010844,45,50,196
ABD010844,45,50,196
ABD010845,139.5,50,0
ABD010845,139.5,50,0
ABD010849,160,20,200
ABD010849,160,20,200
ABD010850,160,30,300
ABD010850,160,30,300
ABD010851,160,10,100
ABD010851,160,10,100
ABD010854,18.2,30,22.5
ABD010854,18.2,30,22.5
ABD010855,18.2,30,22.5
ABD010855,18.2,30,22.5
ABD010856,8.3,5,10
ABD010856,8.3,10,0
ABD010856,8.3,5,10
ABD010856,8.3,10,0
ABD010857,8.3,10,20
ABD010857,8.3,20,0
ABD010857,8.3,10,20
ABD010857,8.3,20,0
ABD010858,1.2,15,5.76
ABD010858,1.2,15,5.76
ABD010859,1.2,5,2
ABD010859,1.2,5,2
ABD010860,88,50,240
ABD010860,88,50,240
ABD010861,26,60,0
ABD010861,26,60,0
ABD010862,375,30,40
ABD010862,375,30,40
ABD010863,47,30,21
ABD010863,47,30,21
ABD010864,37,40,29
ABD010864,37,40,29
ABD010865,46,70,259
ABD010865,46,70,259
ABD010866,46,160,593
ABD010866,46,160,593
ABD010867,46,10,37
ABD010867,46,10,37
ABD010868,46,30,111
ABD010868,46,30,111
ABD010869,135,30,16
ABD010869,135,30,16
ABD010870,135,30,19
ABD010870,126,7,0
ABD010870,135,30,19
ABD010870,126,7,0
ABD010873,52,100,75
ABD010873,52,100,75
ABD010877,3,15,11
ABD010877,3,15,11
ABD010878,3,5,9
ABD010878,3,5,9
ABD010879,34,20,39.6
ABD010879,34,20,39.6
ABD010880,22,28,55.2
ABD010880,22,28,55.2
ABD010881,49.6,40,20
ABD010881,49.6,40,20
ABD010882,49.6,50,25
ABD010882,49.6,50,25
ABD010883,49.6,90,80
ABD010883,49.6,90,80
ABD010884,49.6,20,20
ABD010884,49.6,20,20
ABD010885,49.6,45,20
ABD010885,49.6,45,20
ABD010886,49.6,35,20
ABD010886,49.6,35,20
ABD010887,49.6,25,20
ABD010887,49.6,25,20
ABD010888,49.6,15,20
ABD010888,49.6,15,20
ABD010889,49.6,50,25
ABD010889,49.6,50,25
ABD010890,41,50,25
ABD010890,41,50,25
ABD010891,41,60,97
ABD010891,41,60,97
ABD010892,41,35,15
ABD010892,41,35,15
ABD010893,41,25,15
ABD010893,41,25,15
ABD010894,41,60,25
ABD010894,41,60,25
ABD010895,17.2,140,46
ABD010895,18.4,30,0
ABD010895,17.2,140,46
ABD010895,18.4,30,0
ABD010896,17.2,110,46
ABD010896,17.2,110,46
ABD010897,17.2,50,150
ABD010897,18.4,50,0
ABD010897,17.2,50,150
ABD010897,18.4,50,0
ABD010898,17.2,95,46
ABD010898,17.2,95,46
ABD010899,17.2,45,46
ABD010899,17.2,45,46
ABD010900,17.2,50,46
ABD010900,17.2,50,46
ABD010901,38.5,15,35
ABD010901,38.5,15,35
ABD010903,24.5,50,135
ABD010903,24.5,50,135
ABD010905,28,10,9
ABD010905,28,10,9
ABD010906,28,10,8
ABD010906,28,10,8
ABD010907,29,80,19
ABD010907,29,80,19
ABD010908,29,90,21
ABD010908,29,90,21
ABD010909,29,20,7
ABD010909,29,20,7
ABD010910,29,10,4
ABD010910,29,10,4
ABD010911,29,50,10
ABD010911,29,50,10
ABD010914,42,20,37.5
ABD010914,42,20,37.5
ABD010915,15,20,27
ABD010915,15,20,27
ABD010917,68,100,600
ABD010917,68,100,600
ABD010919,19.34,60,24
ABD010919,19.34,60,24
ABD010920,89,22,0
ABD010920,89,22,0
ABD010921,89,8,0
ABD010921,89,8,0
ABD010922,48,35,60
ABD010922,48,35,60
ABD010923,48,30,600
ABD010923,46,118,0
ABD010923,46,118,0
ABD010923,48,148,0
ABD010923,48,30,600
ABD010923,46,118,0
ABD010923,46,118,0
ABD010923,48,148,0
ABD010924,35,20,20
ABD010924,35,20,20
ABD010925,36,20,0
ABD010925,36,20,0
ABD010926,36,10,0
ABD010926,36,10,0
ABD010927,22,60,0
ABD010927,22,60,0
ABD010928,503,31,500
ABD010928,132,30,0
ABD010928,533,18,0
ABD010928,132,15,0
ABD010929,60,50,140
ABD010929,60,50,140
ABD010930,60,50,140
ABD010930,60,50,140
ABD010936,142,60,0
ABD010936,142,60,0
ABD010938,142,40,0
